label,lm-0-x,lm-0-y,lm-1-x,lm-1-y,lm-2-x,lm-2-y,lm-3-x,lm-3-y,lm-4-x,lm-4-y,lm-5-x,lm-5-y,lm-6-x,lm-6-y,lm-7-x,lm-7-y,lm-8-x,lm-8-y,lm-9-x,lm-9-y,lm-10-x,lm-10-y,lm-11-x,lm-11-y,lm-12-x,lm-12-y,lm-13-x,lm-13-y,lm-14-x,lm-14-y,lm-15-x,lm-15-y,lm-16-x,lm-16-y,lm-17-x,lm-17-y,lm-18-x,lm-18-y,lm-19-x,lm-19-y,lm-20-x,lm-20-y
1,0.0,0.0,-0.14655172413793102,-0.21551724137931033,-0.15948275862068967,-0.375,-0.10775862068965517,-0.4827586206896552,-0.04741379310344827,-0.5387931034482759,-0.16379310344827586,-0.49137931034482757,-0.09051724137931035,-0.6724137931034483,-0.05603448275862069,-0.6120689655172413,-0.04741379310344827,-0.5344827586206896,-0.021551724137931036,-0.47844827586206895,0.0,-0.7456896551724138,0.02586206896551724,-0.8922413793103449,0.04310344827586207,-1.0,0.10775862068965517,-0.4396551724137931,0.1206896551724138,-0.5775862068965517,0.10344827586206896,-0.521551724137931,0.07327586206896551,-0.46120689655172414,0.21982758620689655,-0.3706896551724138,0.1853448275862069,-0.47844827586206895,0.16379310344827586,-0.4267241379310345,0.14655172413793102,-0.375
1,0.0,0.0,-0.14601769911504425,-0.21238938053097345,-0.1592920353982301,-0.37168141592920356,-0.10619469026548672,-0.48672566371681414,-0.030973451327433628,-0.5398230088495575,-0.168141592920354,-0.48672566371681414,-0.09292035398230089,-0.668141592920354,-0.05752212389380531,-0.6150442477876106,-0.048672566371681415,-0.5398230088495575,-0.017699115044247787,-0.47345132743362833,0.0,-0.7477876106194691,0.017699115044247787,-0.8982300884955752,0.02654867256637168,-1.0,0.11504424778761062,-0.42920353982300885,0.13274336283185842,-0.5663716814159292,0.11504424778761062,-0.504424778761062,0.084070796460177,-0.4424778761061947,0.23008849557522124,-0.3584070796460177,0.19911504424778761,-0.4557522123893805,0.17699115044247787,-0.39823008849557523,0.1592920353982301,-0.3495575221238938
1,0.0,0.0,-0.14977973568281938,-0.19823788546255505,-0.17180616740088106,-0.3700440528634361,-0.11013215859030837,-0.4933920704845815,-0.02643171806167401,-0.5462555066079295,-0.1762114537444934,-0.4713656387665198,-0.09251101321585903,-0.6607929515418502,-0.02643171806167401,-0.6563876651982379,0.00881057268722467,-0.6343612334801763,-0.022026431718061675,-0.45374449339207046,-0.022026431718061675,-0.7224669603524229,0.0,-0.8810572687224669,0.013215859030837005,-1.0,0.11013215859030837,-0.40969162995594716,0.11894273127753303,-0.5506607929515418,0.10572687224669604,-0.4933920704845815,0.07488986784140969,-0.43171806167400884,0.22466960352422907,-0.34801762114537443,0.1894273127753304,-0.44933920704845814,0.16740088105726872,-0.3964757709251101,0.14977973568281938,-0.34801762114537443
1,0.0,0.0,-0.14732142857142858,-0.20089285714285715,-0.16964285714285715,-0.36160714285714285,-0.11607142857142858,-0.4732142857142857,-0.044642857142857144,-0.53125,-0.21428571428571427,-0.4642857142857143,-0.12053571428571429,-0.6383928571428571,-0.044642857142857144,-0.6205357142857143,0.0,-0.59375,-0.05803571428571429,-0.44642857142857145,-0.05803571428571429,-0.7098214285714286,-0.026785714285714284,-0.875,-0.008928571428571428,-1.0,0.08035714285714286,-0.4107142857142857,0.08928571428571429,-0.5446428571428571,0.08482142857142858,-0.48214285714285715,0.05357142857142857,-0.41517857142857145,0.19642857142857142,-0.35714285714285715,0.16517857142857142,-0.45535714285714285,0.14285714285714285,-0.4017857142857143,0.125,-0.3482142857142857
1,0.0,0.0,-0.1588785046728972,-0.17289719626168223,-0.19158878504672897,-0.3411214953271028,-0.12149532710280374,-0.4672897196261682,-0.028037383177570093,-0.5186915887850467,-0.22897196261682243,-0.43457943925233644,-0.12149532710280374,-0.6542056074766355,-0.037383177570093455,-0.7242990654205608,0.014018691588785047,-0.7710280373831776,-0.0794392523364486,-0.43457943925233644,-0.0514018691588785,-0.7009345794392523,-0.02336448598130841,-0.8691588785046729,-0.009345794392523364,-1.0,0.06074766355140187,-0.40654205607476634,0.102803738317757,-0.5560747663551402,0.09813084112149532,-0.48598130841121495,0.07009345794392523,-0.411214953271028,0.18691588785046728,-0.35514018691588783,0.17757009345794392,-0.46261682242990654,0.16822429906542055,-0.40186915887850466,0.14953271028037382,-0.34579439252336447
1,0.0,0.0,-0.1674641148325359,-0.17703349282296652,-0.20574162679425836,-0.36363636363636365,-0.1339712918660287,-0.49282296650717705,-0.04784688995215311,-0.5550239234449761,-0.23444976076555024,-0.4449760765550239,-0.1339712918660287,-0.6889952153110048,-0.08133971291866028,-0.8325358851674641,-0.03349282296650718,-0.9425837320574163,-0.0861244019138756,-0.44019138755980863,-0.03349282296650718,-0.7129186602870813,-0.009569377990430622,-0.8755980861244019,0.009569377990430622,-1.0,0.05741626794258373,-0.41626794258373206,0.10526315789473684,-0.5741626794258373,0.09569377990430622,-0.5023923444976076,0.07177033492822966,-0.42105263157894735,0.19138755980861244,-0.37320574162679426,0.18181818181818182,-0.4880382775119617,0.1674641148325359,-0.430622009569378,0.15311004784688995,-0.36363636363636365
1,0.0,0.0,-0.16355140186915887,-0.16355140186915887,-0.19626168224299065,-0.3317757009345794,-0.11682242990654206,-0.4532710280373832,-0.018691588785046728,-0.5046728971962616,-0.2383177570093458,-0.4158878504672897,-0.1542056074766355,-0.6261682242990654,-0.0794392523364486,-0.6682242990654206,-0.037383177570093455,-0.6728971962616822,-0.09345794392523364,-0.4252336448598131,-0.07476635514018691,-0.6962616822429907,-0.04672897196261682,-0.8644859813084113,-0.037383177570093455,-1.0,0.04672897196261682,-0.40654205607476634,0.08878504672897196,-0.5560747663551402,0.08878504672897196,-0.49065420560747663,0.06074766355140187,-0.4158878504672897,0.17289719626168223,-0.3691588785046729,0.16355140186915887,-0.4719626168224299,0.1588785046728972,-0.411214953271028,0.14485981308411214,-0.35046728971962615
1,0.0,0.0,-0.16901408450704225,-0.1596244131455399,-0.22065727699530516,-0.3286384976525822,-0.1596244131455399,-0.45539906103286387,-0.07511737089201878,-0.5117370892018779,-0.2676056338028169,-0.41784037558685444,-0.15492957746478872,-0.6291079812206573,-0.07042253521126761,-0.6431924882629108,-0.023474178403755867,-0.6384976525821596,-0.11737089201877934,-0.4413145539906103,-0.09389671361502347,-0.7183098591549296,-0.06572769953051644,-0.8732394366197183,-0.056338028169014086,-1.0,0.023474178403755867,-0.4272300469483568,0.06572769953051644,-0.5774647887323944,0.07042253521126761,-0.5023474178403756,0.046948356807511735,-0.431924882629108,0.15492957746478872,-0.38967136150234744,0.14084507042253522,-0.49295774647887325,0.13615023474178403,-0.4225352112676056,0.1267605633802817,-0.3615023474178404
1,0.0,0.0,-0.1583710407239819,-0.167420814479638,-0.18552036199095023,-0.33031674208144796,-0.12217194570135746,-0.4434389140271493,-0.03619909502262444,-0.49321266968325794,-0.23529411764705882,-0.43891402714932126,-0.14027149321266968,-0.6289592760180995,-0.07239819004524888,-0.6108597285067874,-0.04072398190045249,-0.5656108597285068,-0.09954751131221719,-0.46153846153846156,-0.08144796380090498,-0.7285067873303167,-0.058823529411764705,-0.8778280542986425,-0.05429864253393665,-1.0,0.03167420814479638,-0.4434389140271493,0.08144796380090498,-0.583710407239819,0.08597285067873303,-0.5067873303167421,0.06787330316742081,-0.4343891402714932,0.1583710407239819,-0.3936651583710407,0.1583710407239819,-0.48868778280542985,0.1493212669683258,-0.42081447963800905,0.14027149321266968,-0.3574660633484163
1,0.0,0.0,-0.16071428571428573,-0.18303571428571427,-0.19642857142857142,-0.32589285714285715,-0.16517857142857142,-0.4330357142857143,-0.12053571428571429,-0.5,-0.25,-0.45982142857142855,-0.16964285714285715,-0.6383928571428571,-0.10267857142857142,-0.6294642857142857,-0.06696428571428571,-0.5892857142857143,-0.125,-0.48214285714285715,-0.12053571428571429,-0.7455357142857143,-0.08928571428571429,-0.8883928571428571,-0.08035714285714286,-1.0,0.0,-0.4642857142857143,0.05803571428571429,-0.5892857142857143,0.07142857142857142,-0.5133928571428571,0.049107142857142856,-0.4419642857142857,0.125,-0.41964285714285715,0.12946428571428573,-0.5,0.13392857142857142,-0.42857142857142855,0.12053571428571429,-0.3705357142857143
1,0.0,0.0,-0.14666666666666667,-0.18222222222222223,-0.18222222222222223,-0.3288888888888889,-0.14222222222222222,-0.4266666666666667,-0.08444444444444445,-0.49333333333333335,-0.26666666666666666,-0.4577777777777778,-0.18222222222222223,-0.6355555555555555,-0.1111111111111111,-0.6177777777777778,-0.08444444444444445,-0.5777777777777777,-0.14222222222222222,-0.48444444444444446,-0.1288888888888889,-0.7466666666666667,-0.09777777777777778,-0.8888888888888888,-0.08888888888888889,-1.0,-0.013333333333333334,-0.4711111111111111,0.057777777777777775,-0.5822222222222222,0.08,-0.5022222222222222,0.057777777777777775,-0.43555555555555553,0.11555555555555555,-0.4266666666666667,0.1288888888888889,-0.49777777777777776,0.13333333333333333,-0.4266666666666667,0.12444444444444444,-0.3688888888888889
1,0.0,0.0,-0.1875,-0.125,-0.25,-0.3072916666666667,-0.19270833333333334,-0.453125,-0.11458333333333333,-0.5260416666666666,-0.3072916666666667,-0.3854166666666667,-0.21354166666666666,-0.625,-0.13020833333333334,-0.65625,-0.08333333333333333,-0.65625,-0.171875,-0.4114583333333333,-0.14583333333333334,-0.71875,-0.109375,-0.8802083333333334,-0.08854166666666667,-1.0,-0.026041666666666668,-0.4010416666666667,0.057291666666666664,-0.6041666666666666,0.078125,-0.53125,0.057291666666666664,-0.4479166666666667,0.125,-0.375,0.16666666666666666,-0.5052083333333334,0.16145833333333334,-0.4270833333333333,0.14583333333333334,-0.3541666666666667
1,0.0,0.0,-0.15178571428571427,-0.1875,-0.1875,-0.33482142857142855,-0.14732142857142858,-0.4419642857142857,-0.08035714285714286,-0.5133928571428571,-0.26785714285714285,-0.44642857142857145,-0.17857142857142858,-0.6339285714285714,-0.10714285714285714,-0.6160714285714286,-0.07589285714285714,-0.5758928571428571,-0.13839285714285715,-0.4642857142857143,-0.12946428571428573,-0.7366071428571429,-0.09821428571428571,-0.8839285714285714,-0.09821428571428571,-1.0,-0.004464285714285714,-0.45089285714285715,0.05357142857142857,-0.5892857142857143,0.07589285714285714,-0.5178571428571429,0.05357142857142857,-0.45089285714285715,0.125,-0.4107142857142857,0.12946428571428573,-0.49107142857142855,0.13392857142857142,-0.42410714285714285,0.125,-0.3705357142857143
1,0.0,0.0,-0.16,-0.18666666666666668,-0.2,-0.3333333333333333,-0.16444444444444445,-0.4444444444444444,-0.10222222222222223,-0.5155555555555555,-0.27111111111111114,-0.4488888888888889,-0.18222222222222223,-0.64,-0.1111111111111111,-0.6355555555555555,-0.08444444444444445,-0.6044444444444445,-0.1511111111111111,-0.4711111111111111,-0.13333333333333333,-0.7377777777777778,-0.10222222222222223,-0.8844444444444445,-0.09333333333333334,-1.0,-0.022222222222222223,-0.4533333333333333,0.04888888888888889,-0.5911111111111111,0.06666666666666667,-0.5155555555555555,0.044444444444444446,-0.4488888888888889,0.10666666666666667,-0.4088888888888889,0.12444444444444444,-0.49777777777777776,0.1288888888888889,-0.4266666666666667,0.1111111111111111,-0.3688888888888889
1,0.0,0.0,-0.15625,-0.19642857142857142,-0.19642857142857142,-0.34375,-0.16071428571428573,-0.44642857142857145,-0.11160714285714286,-0.5178571428571429,-0.2767857142857143,-0.45982142857142855,-0.19196428571428573,-0.6473214285714286,-0.125,-0.6473214285714286,-0.09375,-0.6205357142857143,-0.15625,-0.4732142857142857,-0.14732142857142858,-0.7410714285714286,-0.125,-0.8883928571428571,-0.12053571428571429,-1.0,-0.026785714285714284,-0.45982142857142855,0.03125,-0.6026785714285714,0.05357142857142857,-0.5357142857142857,0.03571428571428571,-0.4642857142857143,0.10714285714285714,-0.41517857142857145,0.11160714285714286,-0.5089285714285714,0.11607142857142858,-0.4375,0.10714285714285714,-0.3794642857142857
1,0.0,0.0,-0.1881720430107527,-0.12365591397849462,-0.25268817204301075,-0.3118279569892473,-0.20430107526881722,-0.45698924731182794,-0.11827956989247312,-0.521505376344086,-0.3064516129032258,-0.3924731182795699,-0.23118279569892472,-0.6290322580645161,-0.16129032258064516,-0.6666666666666666,-0.12365591397849462,-0.6612903225806451,-0.17204301075268819,-0.41397849462365593,-0.14516129032258066,-0.7204301075268817,-0.10752688172043011,-0.8817204301075269,-0.0913978494623656,-1.0,-0.021505376344086023,-0.4032258064516129,0.06451612903225806,-0.6021505376344086,0.08064516129032258,-0.5376344086021505,0.06451612903225806,-0.45161290322580644,0.13440860215053763,-0.3709677419354839,0.1774193548387097,-0.5053763440860215,0.17204301075268819,-0.43548387096774194,0.15053763440860216,-0.3602150537634409
1,0.0,0.0,-0.16591928251121077,-0.18385650224215247,-0.20179372197309417,-0.34977578475336324,-0.15246636771300448,-0.4618834080717489,-0.08968609865470852,-0.5291479820627802,-0.27802690582959644,-0.45739910313901344,-0.19730941704035873,-0.6547085201793722,-0.1210762331838565,-0.6591928251121076,-0.08520179372197309,-0.6412556053811659,-0.14798206278026907,-0.4798206278026906,-0.14798206278026907,-0.7399103139013453,-0.12556053811659193,-0.8878923766816144,-0.12556053811659193,-1.0,-0.017937219730941704,-0.47085201793721976,0.03587443946188341,-0.600896860986547,0.053811659192825115,-0.5291479820627802,0.03587443946188341,-0.4618834080717489,0.11210762331838565,-0.4304932735426009,0.11210762331838565,-0.5112107623318386,0.11210762331838565,-0.4484304932735426,0.1031390134529148,-0.39461883408071746
1,0.0,0.0,-0.17410714285714285,-0.18303571428571427,-0.20982142857142858,-0.3392857142857143,-0.17410714285714285,-0.45089285714285715,-0.11160714285714286,-0.5133928571428571,-0.26785714285714285,-0.45535714285714285,-0.20089285714285715,-0.6428571428571429,-0.13392857142857142,-0.6473214285714286,-0.09821428571428571,-0.625,-0.14285714285714285,-0.47767857142857145,-0.14285714285714285,-0.7366071428571429,-0.125,-0.8883928571428571,-0.11607142857142858,-1.0,-0.008928571428571428,-0.4642857142857143,0.04017857142857143,-0.6026785714285714,0.05357142857142857,-0.53125,0.03571428571428571,-0.4642857142857143,0.12053571428571429,-0.41964285714285715,0.12053571428571429,-0.5089285714285714,0.11607142857142858,-0.45089285714285715,0.10267857142857142,-0.39285714285714285
1,0.0,0.0,-0.16071428571428573,-0.1875,-0.19196428571428573,-0.34375,-0.14732142857142858,-0.45089285714285715,-0.08928571428571429,-0.5133928571428571,-0.25,-0.45982142857142855,-0.16964285714285715,-0.6428571428571429,-0.09821428571428571,-0.6339285714285714,-0.0625,-0.6026785714285714,-0.12053571428571429,-0.48214285714285715,-0.13392857142857142,-0.7366071428571429,-0.11607142857142858,-0.8839285714285714,-0.11160714285714286,-1.0,0.013392857142857142,-0.45982142857142855,0.05357142857142857,-0.5982142857142857,0.06696428571428571,-0.5267857142857143,0.049107142857142856,-0.45535714285714285,0.13839285714285715,-0.4107142857142857,0.13392857142857142,-0.4955357142857143,0.12946428571428573,-0.4330357142857143,0.11607142857142858,-0.3794642857142857
1,0.0,0.0,-0.168141592920354,-0.17699115044247787,-0.2168141592920354,-0.336283185840708,-0.1592920353982301,-0.46017699115044247,-0.06637168141592921,-0.5132743362831859,-0.26548672566371684,-0.42920353982300885,-0.17256637168141592,-0.6327433628318584,-0.10176991150442478,-0.6194690265486725,-0.07079646017699115,-0.584070796460177,-0.13274336283185842,-0.45132743362831856,-0.11946902654867257,-0.7212389380530974,-0.10176991150442478,-0.8761061946902655,-0.10176991150442478,-1.0,0.004424778761061947,-0.4424778761061947,0.05752212389380531,-0.584070796460177,0.07079646017699115,-0.5132743362831859,0.04424778761061947,-0.4424778761061947,0.13716814159292035,-0.4026548672566372,0.13716814159292035,-0.49557522123893805,0.13716814159292035,-0.4336283185840708,0.12831858407079647,-0.37168141592920356
